	Mim109	Mim11	Mim12	Mim141	Mim143	Mim151	Mim152	Mim161	Mim162	Mim172	Mim176	Mim181	Mim182	Mim190	Mim191	Mim1	Mim201	Mim212	Mim21	Mim224	Mim228	Mim22	Mim237	Mim238	Mim250	Mim255	Mim2	Mim31	Mim32	Mim46	Mim57	Mim58	Mim66	Mim67	Mim83	Mim87	Mim93	Mim97	Mim98
OTU_dn_10249	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_12671	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_dn_3628	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0	4	0
OTU_dn_9709	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0
OTU_dn_986	0	0	3	0	1	2	5	0	2	1	0	2	4	1	1	3	0	1	3	1	0	4	0	0	5	1	2	4	0	0	0	0	2	1	0	1	1	2	1
OTU_dn_2008	0	0	4	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	1	3	0	0	0	1	3	0	0
OTU_dn_1210	0	0	0	1	10	5	0	3	3	1	1	2	4	7	12	1	0	0	1	3	0	0	3	3	2	0	2	0	2	0	0	2	0	0	1	2	2	0	1
OTU_dn_2463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	1	0	4	1	0	2	0	2	3	4
OTU_dn_5855	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
4478053	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU_dn_3897	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	0	1	0	0	0	0	1
OTU_dn_1218	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	3	0	0	0	0	0	8	0	0	0	0	0	0	1	2	1	9	0
OTU_dn_1749	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	1	1	4	0	0	1	1	0	0	3	1
205609	0	0	3	10	10	5	7	4	1	8	2	5	2	2	1	0	0	0	2	4	6	1	7	7	0	2	0	0	5	6	21	4	2	0	0	0	0	2	3
OTU_dn_13792	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2517	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	3	0	1	0
OTU_dn_1022	0	0	0	5	5	2	1	2	1	1	2	2	1	1	0	2	0	2	0	4	7	1	4	2	2	8	0	0	0	2	0	4	1	3	0	0	2	1	1
250550	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_12030	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_dn_4308	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5123	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
543753	0	0	9	0	0	2	0	2	1	0	0	29	3	10	8	2	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0
OTU_dn_5694	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_dn_13902	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4425434	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
570344	0	0	1	2	1	2	0	0	0	1	1	4	3	2	1	3	0	4	1	0	1	0	1	1	5	2	1	0	0	0	3	1	2	2	3	2	2	0	0
OTU_dn_3301	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	1	0
OTU_dn_12858	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	2	1	2	2	0
1142556	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_8044	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3873341	0	0	6	3	1	1	1	0	0	10	1	1	0	0	1	2	0	0	0	2	1	0	0	0	2	1	0	2	0	1	10	0	0	2	0	1	0	0	0
81798	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
OTU_dn_1014	0	0	1	1	3	5	12	1	2	6	3	0	1	2	0	15	0	0	1	3	2	1	4	2	1	5	1	1	2	0	0	2	1	1	4	1	0	0	0
OTU_dn_4929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
256515	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_7336	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_dn_13794	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2884	0	0	0	0	0	0	0	0	0	0	0	5	5	4	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	1	0
OTU_dn_8331	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0
280233	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1	1	0	0	0	7	12	8	2	4	0	0	0	0	0
150587	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	1	10	0	0	0	0	0	1	4	8	1	11	0
840604	0	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	1
OTU_dn_8606	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272411	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	9	0
OTU_dn_1987	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	2	0
OTU_dn_10644	0	0	1	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_9908	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0
OTU_dn_7024	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216470	0	0	6	0	2	3	0	0	4	0	2	4	2	1	2	0	0	1	2	1	0	0	1	1	4	1	1	0	1	1	0	0	0	0	0	0	0	0	0
OTU_dn_4824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
OTU_dn_3331	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	1	3	1	2	5	0	0	3	1	0
OTU_dn_2326	0	0	3	0	2	0	0	0	0	0	1	0	0	2	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	2	1	2	0	0	0	0	0	0	1
4440607	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
OTU_dn_8548	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
988377	0	0	3	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	3	0	0	1	3	0	0	0	1	4	0	0	0	0	0	0	0	0	1	3	1
OTU_dn_7146	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4308297	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	0	0	6	10	4	4	6	0	0	0	0	0
OTU_dn_14125	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_dn_1367	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	11	6	0	1	0	0	0	0	0
OTU_dn_7135	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4484193	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_7674	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	2	1	1	2	0	3	1	7	0	0	1	1	0
OTU_dn_1554	0	0	2	0	0	3	0	0	0	9	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	3	0
681114	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	2	1	1	0	0	1	3	0	0	0	8	1	0	6	4	0	0	0	0	0
238929	0	0	0	0	0	1	0	0	0	2	0	3	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_dn_1270	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	6	4	2	0	0	0	0	0	0	0	1	1	1
OTU_dn_4797	0	0	1	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_dn_4067	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1128399	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_dn_13559	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_14124	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4519	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	2	0
OTU_dn_313	0	0	2	1	4	1	5	0	3	2	2	7	8	5	6	0	0	7	0	6	8	0	6	7	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_13670	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0
513782	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_dn_2714	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	0	3	0	4	1	3	0	0	0	0	0
247010	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	1	0	1	0	0	0	0	0
OTU_dn_496	0	0	0	6	3	3	1	2	15	3	3	4	6	2	3	0	0	12	0	11	7	0	8	13	2	5	0	0	0	0	0	0	2	0	0	2	0	0	0
OTU_dn_14116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2975	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2281143	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	7	1	2	3	0	0	0	5	0
OTU_dn_3523	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
4479579	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
OTU_dn_2559	0	0	5	0	3	0	0	0	0	0	0	0	1	1	1	0	0	0	3	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
848392	0	0	7	0	0	1	0	0	0	2	0	2	2	2	0	0	0	1	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_dn_2769	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0
OTU_dn_5803	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_5179	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
OTU_dn_847	0	0	12	1	0	3	1	0	0	0	0	0	0	0	0	3	0	0	3	0	0	4	0	0	0	0	4	5	0	1	0	0	2	1	0	0	1	1	0
OTU_dn_3771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
211527	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	1	2
OTU_dn_6644	0	0	2	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	2	1	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	5	0	2	0
OTU_dn_7114	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU_dn_5616	0	0	1	0	3	3	2	5	7	5	1	3	3	5	1	0	0	5	0	3	4	0	3	6	3	2	0	0	0	1	0	0	0	1	0	0	0	0	0
4431704	0	0	2	0	0	0	1	1	1	0	0	2	0	2	0	0	0	0	1	0	1	2	2	2	1	0	1	1	0	3	0	1	1	0	0	1	0	2	0
OTU_dn_4255	0	0	2	5	2	4	3	5	1	5	8	0	0	0	0	3	0	0	2	0	8	0	3	4	1	2	1	1	0	0	0	0	0	0	0	0	1	1	0
OTU_dn_4741	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2
OTU_dn_2798	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
206828	0	0	2	1	0	0	0	0	0	1	0	2	0	3	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0
876717	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	3	0	2	2	0	0	0	1
OTU_dn_14119	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_620	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	9	0	0	0	0	3	8	5	2	1	2	6	7	0	0	0	4	1
682355	0	0	1	1	0	0	0	1	1	0	0	1	1	3	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_dn_1573	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3	0	5	1
OTU_dn_9760	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	1	0
OTU_dn_13541	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
531803	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
151664	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0	0	0	0	0	0	0	8	2	1	0	0	2	1	2	2	0
OTU_dn_6220	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_dn_5012	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4439479	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
OTU_dn_9931	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4846	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0
132722	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	3	0
OTU_dn_4131	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_11769	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4916	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OTU_dn_12278	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	2	0	2	2	2	0	0	0	2	1
OTU_dn_1389	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	7	0	0	5	0
OTU_dn_1277	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	1
OTU_dn_6736	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4358	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102892	0	0	12	2	4	1	3	4	1	2	3	6	6	4	7	2	0	2	4	2	1	2	1	2	7	3	0	1	0	2	4	2	0	2	0	0	0	0	1
OTU_dn_12705	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	17	0	0	0	0	0	1	0	1	3	6	1	3	0	0	0	0	0
OTU_dn_5126	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1
OTU_dn_3100	0	0	4	0	0	1	0	8	2	8	11	3	5	3	1	0	0	3	1	0	0	2	1	2	4	2	2	3	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_13815	0	0	4	3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0
OTU_dn_4009	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	3	0	0	0	0	0
OTU_dn_3873	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	1	0	0	3	0
4406985	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_dn_1251	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	9	2	0	7	3	0	0	0	0
OTU_dn_7318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
772561	0	0	4	0	0	2	0	0	4	0	3	1	0	0	1	0	0	0	8	1	0	9	0	0	1	0	0	1	0	0	0	0	0	0	2	5	0	0	0
875049	0	0	1	0	0	1	10	2	1	0	1	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_dn_12647	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
787865	0	0	1	0	0	0	1	0	0	2	2	0	0	1	0	0	0	2	0	0	4	0	3	1	3	0	1	1	0	0	1	0	0	2	3	2	4	0	1
OTU_dn_4751	0	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_dn_11767	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
868045	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1	1	0	0	2	8	0	1	2	3	0	1	0	0	1	3
248146	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	6	3	1	1	0	0	0	0	1	1
248066	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1
OTU_dn_11204	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	2	0	0	0	0
OTU_dn_2788	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	1	0	0	0	0	1	1	0	0	0	5	1	3	1	0	0	0	0
OTU_dn_7105	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_4028	0	0	5	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
4479671	0	0	3	0	0	1	5	0	3	2	3	0	0	0	0	0	0	0	2	0	0	2	3	0	1	0	2	1	0	0	2	3	2	0	0	0	0	0	1
726960	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	1	0	1	5	1	3	1	4	0	1	9	0
OTU_dn_5510	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158859	0	0	1	1	0	0	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_dn_3941	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_dn_6966	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	3	1	1	4	0	0	3	0	0	0	0	1	0
OTU_dn_2888	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_11874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	0	0	0	0	0
419579	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_11768	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
553648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1072	0	0	0	0	0	2	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0
OTU_dn_9405	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4404811	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
OTU_dn_5750	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
